food_name,calories,protein,carbs,fat,fiber,sugar,sodium,calcium,iron,vitamin_c,category,source,protein_ratio,carb_ratio,fat_ratio,protein_fat_ratio,calorie_class,category_encoded
egg in a pepper,128.78,12.64,0.17,8.68,0.17,0.05,183.89,48.25,1.76,33.6,Veg,processed,0.5882,0.0079,0.4039,1.4396,1.0,3
baked eggs in tomato sauce,80.05,4.92,3.78,5.22,0.01,2.03,188.21,71.94,1.31,245.7,Veg,processed,0.3534,0.2716,0.375,0.9248,0.0,3
lemon butter fish,160.25,16.38,0.75,10.26,0.36,0.23,187.72,18.66,0.4,8.7,Non-Veg,processed,0.598,0.0274,0.3746,1.5811,1.0,1
lemon chicken,169.79,20.2,0.55,9.66,0.16,0.16,79.93,17.4,0.95,8.94,Non-Veg,processed,0.6643,0.0181,0.3177,2.0697,1.0,1
handi chicken,166.02,12.32,1.49,12.46,0.67,0.75,75.64,26.85,0.93,1.47,Non-Veg,processed,0.469,0.0567,0.4743,0.9809,1.0,1
hariyali fish tikka,150.24,14.01,2.21,9.41,0.99,0.83,100.45,34.86,0.83,11.11,Non-Veg,processed,0.5466,0.0862,0.3671,1.4732,1.0,1
fish orly,563.7,5.87,4.27,58.18,0.33,0.24,136.37,9.55,0.31,1.35,Non-Veg,processed,0.0859,0.0625,0.8516,0.1007,3.0,1
afghani chicken,151.51,15.66,1.95,9.07,0.31,0.83,87.02,35.14,1.04,3.54,Non-Veg,processed,0.587,0.0731,0.34,1.7077,1.0,1
mango murabba candy,293.35,0.27,77.32,0.05,0.95,74.73,13.71,16.55,0.33,19.85,Dessert,processed,0.0035,0.9959,0.0006,1.8,2.0,0
potato pickle (aloo ka achaar),369.14,2.07,7.87,36.46,2.21,0.82,213.73,48.46,1.12,10.14,Dessert,processed,0.0446,0.1696,0.7858,0.0566,3.0,0
coconut pickle (nariyal ka aachar),517.26,3.02,11.53,51.71,6.35,8.98,176.54,44.78,2.62,1.71,Non-Veg,processed,0.0456,0.174,0.7804,0.0583,3.0,1
pickled cabbage,13.69,0.39,2.56,0.14,0.61,2.08,121.39,15.96,0.19,16.63,Snacks,processed,0.1262,0.8285,0.0453,1.625,0.0,2
green tomato pickle (haray tamatar ka achaar),193.26,1.23,2.87,19.67,1.74,0.77,159.18,14.22,0.77,8.21,Non-Veg,processed,0.0517,0.1207,0.8275,0.0622,1.0,1
small onion pickle,16.86,1.65,2.76,0.64,1.09,2.99,249.48,31.95,1.2,19.37,Snacks,processed,0.3267,0.5465,0.1267,2.2297,0.0,2
pickled mustard greens,13.12,1.51,1.05,0.22,1.7,0.02,242.36,81.44,1.22,301.6,Snacks,processed,0.5432,0.3777,0.0791,4.7188,0.0,2
raw mango drink (aam panna),35.92,0.16,9.05,0.03,0.61,7.49,79.82,7.08,0.14,45.3,Snacks,processed,0.0173,0.9794,0.0032,1.2308,0.0,2
iced tea,10.34,0.03,2.7,0.01,0.0,2.7,0.23,1.18,0.02,5.95,Snacks,processed,0.0109,0.9854,0.0036,0.2727,0.0,2
espreso coffee,51.54,1.75,6.62,2.14,0.0,6.53,13.98,58.1,0.15,1.51,Veg,processed,0.1665,0.6299,0.2036,0.7812,0.0,3
instant coffee,23.16,0.64,3.65,0.75,0.0,3.62,4.92,20.87,0.06,1.51,Snacks,processed,0.127,0.7242,0.1488,0.7529,0.0,2
hot tea (garam chai),16.14,0.39,2.58,0.53,0.0,2.58,3.12,14.2,0.02,0.5,Snacks,processed,0.1114,0.7371,0.1514,0.619,0.0,2
sweet peach pickle (aadoo ka achaar),144.64,0.46,37.01,0.2,1.32,36.46,33.04,11.99,0.33,7.36,Veg,processed,0.0122,0.9825,0.0053,1.5333,1.0,3
fermented bamboo shoot pickle (mesu pickle),59.83,1.58,1.73,5.59,2.24,0.29,161.31,16.62,0.69,19.87,Veg,processed,0.1775,0.1944,0.6281,0.2777,0.0,3
garlic pickle (lahasun ka achar),413.62,3.72,9.75,39.88,5.13,2.32,269.12,54.66,1.82,7.33,Non-Veg,processed,0.0697,0.1828,0.7475,0.093,3.0,1
date pickle (khajoor ka achaar),182.29,1.68,34.66,4.21,5.2,30.47,138.86,41.49,1.96,3.46,Non-Veg,processed,0.0414,0.8547,0.1038,0.3898,1.0,1
lotus stem pickle (kamal kakdi ka achar),102.69,1.44,20.07,1.6,8.58,2.53,181.83,137.73,20.57,12.35,Veg,processed,0.0623,0.8685,0.0692,0.8471,1.0,3
gooseberry pickle (amla ka achaar),278.58,1.55,7.61,27.61,3.7,0.36,86.38,31.17,1.04,4.85,Dessert,processed,0.0422,0.207,0.7509,0.0559,2.0,0
starfruit preserves,128.93,0.24,33.62,0.12,0.78,33.47,2.06,5.24,0.2,17.65,Veg,processed,0.0071,0.9894,0.0035,1.0909,1.0,3
pear preserves (naashpati ka murabba),101.24,0.25,25.67,0.19,3.06,25.19,2.1,6.57,0.23,15.65,Veg,processed,0.0096,0.9831,0.0073,0.8621,1.0,3
peach blueberry preserves,177.38,0.53,45.76,0.2,1.14,45.33,2.81,9.03,0.33,16.56,Non-Veg,processed,0.0114,0.9843,0.0043,1.7667,1.0,1
tutti fruitti biscuit,420.78,5.21,53.12,17.9,5.43,15.75,93.11,23.81,1.96,0.0,Non-Veg,processed,0.0683,0.6968,0.2348,0.2894,3.0,1
olive biscuit,438.29,3.2,55.01,23.75,0.82,32.27,120.1,10.76,1.37,0.0,Non-Veg,processed,0.039,0.6712,0.2898,0.1342,3.0,1
cranberry cookies,272.48,3.92,36.39,12.66,1.13,19.96,58.25,36.16,0.71,5.52,Dessert,processed,0.074,0.687,0.239,0.3072,2.0,0
milk cookies,459.43,10.49,48.43,24.96,0.99,22.06,156.53,251.59,0.75,2.03,Non-Veg,processed,0.1251,0.5774,0.2976,0.4186,3.0,1
hazelnut cookies,493.32,6.25,39.44,34.97,2.45,22.01,81.06,47.43,1.29,0.0,Non-Veg,processed,0.0775,0.489,0.4335,0.1782,3.0,1
cardamom cookies (elaichi cookies),400.49,5.1,53.99,19.12,2.79,38.99,98.45,25.21,1.41,0.0,Non-Veg,processed,0.0652,0.6903,0.2445,0.2653,3.0,1
sunflower cookies,520.62,9.49,40.06,36.28,3.95,24.28,181.68,70.45,2.21,0.0,Non-Veg,processed,0.1106,0.4667,0.4227,0.2609,3.0,1
lassi (salted),18.84,1.35,1.86,0.72,0.02,1.84,65.4,47.78,0.04,1.02,Snacks,processed,0.3435,0.4733,0.1832,1.6463,0.0,2
sweet lassi (meethi lassi),35.66,1.29,6.51,0.68,0.0,6.51,18.31,45.65,0.03,1.0,Snacks,processed,0.1521,0.7677,0.0802,1.6538,0.0,2
egg nog,97.14,4.78,8.15,5.11,0.02,8.06,40.65,102.13,0.43,4.82,Veg,processed,0.265,0.4518,0.2833,0.9175,0.0,3
orange milkshake (narangi milkshake),57.42,1.86,7.11,2.52,0.0,7.08,14.63,67.42,0.11,10.82,Veg,processed,0.1619,0.6188,0.2193,0.7099,0.0,3
pineapple milkshake (ananas milkshake),55.72,1.66,7.62,2.23,0.0,7.6,14.05,59.92,0.11,10.22,Veg,processed,0.1442,0.662,0.1937,0.7124,0.0,3
mango milkshake (aam milkshake),56.9,1.73,7.23,2.35,0.26,7.15,13.27,62.33,0.15,20.1,Veg,processed,0.153,0.6393,0.2078,0.7061,0.0,3
banana milkshake (kele milkshake),65.31,1.84,9.15,2.37,0.26,7.96,13.61,62.64,0.13,6.84,Veg,processed,0.1377,0.6849,0.1774,0.7449,0.0,3
cold coffee with ice cream,67.85,1.57,11.24,2.11,0.01,11.18,13.84,53.29,0.12,2.53,Veg,processed,0.1052,0.7534,0.1414,0.7104,0.0,3
hot cocoa,90.1,3.36,9.23,4.56,0.0,9.01,24.2,113.66,0.31,3.62,Veg,processed,0.1959,0.5382,0.2659,0.721,0.0,3
summer cooler,22.43,0.37,5.43,0.04,0.2,5.21,1.57,8.13,0.28,103.5,Snacks,processed,0.0634,0.9298,0.0068,2.6429,0.0,2
coco pine cooler,32.75,0.56,5.72,1.0,0.26,5.52,23.2,17.81,0.13,10.67,Snacks,processed,0.0769,0.7857,0.1374,0.5091,0.0,2
cumin infused water (jeere/zeere ka pani),9.09,0.17,1.86,0.11,0.46,1.46,189.6,10.84,0.32,3.61,Snacks,processed,0.0794,0.8692,0.0514,0.8095,0.0,2
lem-o-gin,21.52,0.08,5.55,0.03,0.13,5.38,28.13,2.2,0.09,5.68,Snacks,processed,0.0141,0.9806,0.0053,0.6154,0.0,2
lemonade,20.8,0.03,5.48,0.01,0.02,5.47,28.52,1.84,0.05,5.27,Snacks,processed,0.0054,0.9928,0.0018,0.2727,0.0,2
fruit punch (with squashes),23.13,0.07,5.99,0.02,0.17,5.88,2.26,3.3,0.06,15.08,Snacks,processed,0.0115,0.9852,0.0033,0.5833,0.0,2
fruit punch (with fresh juices),36.12,0.14,9.38,0.03,0.06,9.25,2.63,5.07,0.1,41.44,Snacks,processed,0.0147,0.9822,0.0031,1.0769,0.0,2
sweet open sandwich,244.25,4.99,39.24,8.15,2.36,12.23,205.27,85.18,1.15,1.65,Non-Veg,processed,0.0953,0.7491,0.1556,0.6048,2.0,1
egg and tomato sandwich (ande aur tamatar ka sandwich),222.11,7.66,25.9,10.51,1.77,2.09,423.26,95.71,1.3,1.98,Non-Veg,processed,0.1738,0.5877,0.2385,0.722,2.0,1
vegetable and mayonnaise sandwich,244.26,4.47,23.2,15.4,2.35,2.35,342.7,79.53,0.91,12.9,Non-Veg,processed,0.1038,0.5387,0.3576,0.2884,2.0,1
salami sandwich,255.59,8.7,21.54,15.51,1.97,2.0,662.75,73.54,1.11,1.25,Dessert,processed,0.1902,0.4708,0.339,0.5573,2.0,0
carrot apple sandwich (gajar aur seb ka sandwich),214.11,5.3,29.04,9.12,3.66,5.3,302.88,118.05,1.8,2.7,Non-Veg,processed,0.122,0.6682,0.2098,0.5748,2.0,1
pin wheel sandwich,311.52,8.77,14.0,24.93,0.93,1.45,374.39,67.75,1.36,0.0,Dessert,processed,0.1839,0.2935,0.5226,0.3504,2.0,0
vegetarian club sandwich,198.33,5.45,19.68,11.33,2.06,2.08,305.36,122.44,0.77,6.0,Non-Veg,processed,0.1495,0.5398,0.3108,0.4768,1.0,1
club sandwich,235.32,7.31,18.51,15.12,1.81,2.01,461.66,115.68,0.86,6.0,Non-Veg,processed,0.1786,0.4521,0.3693,0.4803,2.0,1
rainbow sandwich,272.75,7.75,34.26,12.54,2.1,4.05,612.49,172.04,1.2,1.01,Dessert,processed,0.1421,0.628,0.2299,0.6131,2.0,0
peanut and tomato sandwich (moongfali aur tamatar ka sandwich),291.43,9.53,28.54,16.14,4.03,2.82,364.99,94.03,1.58,3.16,Dessert,processed,0.1758,0.5265,0.2977,0.5868,2.0,0
chicken sandwich,253.27,13.12,25.38,11.75,1.64,1.6,389.67,89.56,1.19,0.0,Dessert,processed,0.2611,0.5051,0.2338,1.1072,2.0,0
cheese and tomato sandwich (cheese aur tamatar ke sandwich),243.32,7.92,26.92,12.27,1.97,2.85,549.71,191.2,1.0,3.16,Non-Veg,processed,0.1681,0.5714,0.2605,0.6403,2.0,1
cheese and pineapple sandwich (cheese aur ananas ka sandwich),257.71,8.2,29.1,12.8,2.33,4.1,571.96,199.73,1.04,3.64,Dessert,processed,0.1637,0.5808,0.2555,0.6357,2.0,0
cucumber sandwich (kheere ka sandwich),188.6,4.8,25.77,8.0,2.45,1.64,362.64,87.84,1.02,1.53,Non-Veg,processed,0.1244,0.6681,0.2074,0.5926,1.0,1
egg sandwich (ande ka sandwich),285.96,8.69,29.16,15.8,1.88,1.86,461.67,110.13,1.44,0.0,Dessert,processed,0.162,0.5435,0.2945,0.5465,2.0,0
cheese and chilli sandwich,218.11,6.8,27.4,9.78,2.08,2.38,437.5,113.79,0.99,12.3,Non-Veg,processed,0.1546,0.623,0.2224,0.6883,2.0,1
puffed wheat (murmure/moori),113.32,3.62,15.67,4.04,0.28,7.31,22.52,103.79,0.63,4.82,Veg,processed,0.1552,0.6717,0.1732,0.8744,1.0,3
murmura (puffed rice),113.32,3.62,15.67,4.04,0.28,7.31,22.52,103.79,0.63,4.82,Veg,processed,0.1552,0.6717,0.1732,0.8744,1.0,3
wheat flakes,112.44,3.62,15.57,3.99,0.37,7.28,22.4,103.15,0.62,4.82,Veg,processed,0.1562,0.6717,0.1721,0.8851,1.0,3
rice flakes (chiwda/aval),112.44,3.62,15.57,3.99,0.37,7.28,22.4,103.15,0.62,4.82,Veg,processed,0.1562,0.6717,0.1721,0.8851,1.0,3
cornflakes with milk,117.33,3.59,14.95,5.12,0.78,9.97,26.55,106.47,0.42,4.82,Veg,processed,0.1517,0.6319,0.2164,0.6877,1.0,3
oatmeal porridge,72.85,2.6,8.77,3.22,0.39,5.2,16.14,76.83,0.28,5.03,Veg,processed,0.1782,0.6011,0.2207,0.7831,0.0,3
semolina porridge (suji/rava daliya),100.89,3.75,12.39,4.08,0.7,7.54,23.21,108.52,0.36,5.03,Veg,processed,0.1855,0.6128,0.2018,0.8971,1.0,3
cracked wheat porridge (meetha daliya),81.57,2.64,8.87,4.08,0.62,5.12,15.89,75.88,0.32,5.03,Veg,processed,0.1693,0.569,0.2617,0.6316,0.0,3
sesame toast,495.19,1.9,11.15,49.38,1.32,1.46,128.78,43.44,0.72,6.92,Non-Veg,processed,0.0304,0.1786,0.791,0.0384,3.0,1
classic club sandwich,200.83,6.74,18.49,11.56,1.62,1.86,277.49,107.73,1.09,16.19,Non-Veg,processed,0.1832,0.5026,0.3142,0.578,2.0,1
pea keema sandwich (toasted) (matar aur keema ka sandwich),171.78,11.06,20.26,5.61,2.45,1.94,290.07,70.79,1.51,5.5,Non-Veg,processed,0.2995,0.5486,0.1519,1.937,1.0,1
chicken sandwich (toasted),167.37,12.08,18.82,5.32,1.64,2.13,327.55,99.99,0.99,12.97,Non-Veg,processed,0.3335,0.5196,0.1469,2.2288,1.0,1
paneer pea sandwich (toasted) (paneer matar ka sandwich),249.56,12.4,24.05,11.98,2.12,6.4,268.9,274.1,1.26,4.85,Non-Veg,processed,0.256,0.4966,0.2474,1.0265,2.0,1
pea potato sandwich (toasted) (matar aloo ka sandwich),164.9,4.6,25.17,5.43,2.89,1.33,262.63,64.15,1.11,14.11,Non-Veg,processed,0.1307,0.7151,0.1543,0.8318,1.0,1
cheese and tomato sandwich (toasted) (cheese aur tamatar ke sandwich (toasted)),224.58,6.82,21.42,12.95,1.78,2.67,457.94,169.22,0.82,6.32,Non-Veg,processed,0.1656,0.52,0.3144,0.5226,2.0,1
mushroom and cheese sandwich (toasted),227.42,7.79,21.01,13.01,2.28,2.11,456.57,172.35,0.84,0.0,Non-Veg,processed,0.1863,0.5025,0.3112,0.5942,2.0,1
clear tomato soup (tamatar ka soup),80.07,4.79,3.45,12.22,1.96,1.44,5135.74,29.05,1.14,53.16,Veg,processed,0.2341,0.1686,0.5973,0.3888,0.0,3
chicken stock,29.88,3.69,0.37,1.51,0.1,0.2,58.58,3.57,0.18,0.84,Snacks,processed,0.6625,0.0664,0.2711,2.2919,0.0,2
vegetable stock,17.6,0.3,0.96,1.38,0.38,0.44,49.75,5.08,0.12,7.58,Snacks,processed,0.1136,0.3636,0.5227,0.2027,0.0,2
brown stock,21.32,1.95,0.25,1.38,0.09,0.14,44.6,17.16,0.3,1.5,Snacks,processed,0.5447,0.0698,0.3855,1.3176,0.0,2
khoa and coconut pancake,271.98,6.98,27.32,15.29,1.65,16.47,101.0,157.22,1.12,0.73,Dessert,processed,0.1408,0.5509,0.3083,0.4535,2.0,0
jam and fruit pancake,162.02,3.79,20.73,7.01,1.21,7.85,93.09,54.06,0.52,6.48,Non-Veg,processed,0.1202,0.6575,0.2223,0.5331,1.0,1
vegetable pancake,125.18,3.87,12.24,6.57,2.48,2.09,116.69,42.89,0.79,20.63,Veg,processed,0.1706,0.5397,0.2897,0.5802,1.0,3
keema pancake,176.27,9.01,9.56,11.25,0.84,2.2,125.4,40.96,0.93,4.64,Non-Veg,processed,0.3021,0.3206,0.3773,0.7938,1.0,1
pancake,203.36,5.68,20.49,10.82,0.65,3.32,143.7,79.49,0.69,0.5,Non-Veg,processed,0.1536,0.5539,0.2925,0.5201,2.0,1
stuffed egg omelette/omlet,203.51,8.6,2.3,17.77,0.75,1.57,267.19,89.91,0.91,8.29,Non-Veg,processed,0.3,0.0802,0.6198,0.4813,2.0,1
plain omelette/omlet,272.41,9.66,0.64,25.74,0.12,0.51,226.18,48.4,1.35,0.3,Dessert,processed,0.268,0.0178,0.7142,0.3738,2.0,0
baked egg,218.85,11.88,15.42,12.65,1.03,1.66,523.29,164.05,1.48,0.0,Non-Veg,processed,0.2974,0.386,0.3166,0.9318,2.0,1
scrambled egg (ande ki bhurji),155.97,10.29,1.35,12.21,0.24,1.08,374.66,64.59,1.42,0.3,Non-Veg,processed,0.4314,0.0566,0.5119,0.8359,1.0,1
poached egg,123.87,11.98,0.37,8.19,0.3,0.05,1163.07,48.24,1.75,0.0,Veg,processed,0.5833,0.018,0.3987,1.4451,1.0,3
fried egg,223.67,11.59,0.31,19.62,0.29,0.0,446.96,46.4,1.69,0.0,Non-Veg,processed,0.3677,0.0098,0.6225,0.5877,2.0,1
boiled egg (ubla anda),45.35,4.43,0.12,3.04,0.11,0.0,170.94,17.75,0.64,0.0,Snacks,processed,0.5837,0.0158,0.4005,1.4108,0.0,2
cold summer garden soup,49.19,8.57,2.65,14.08,1.86,0.46,9919.62,43.93,2.13,16.3,Snacks,processed,0.3387,0.1047,0.5565,0.6044,0.0,2
cold cucumber soup (thanda kheere ka soup),48.03,2.99,4.58,1.99,0.88,3.34,121.32,99.79,0.32,5.05,Snacks,processed,0.3128,0.4791,0.2082,1.4306,0.0,2
talaumein soup,35.63,10.12,4.17,12.78,1.94,0.77,11088.14,42.33,2.23,12.62,Snacks,processed,0.3738,0.154,0.4721,0.7857,0.0,2
hot and sour soup,31.51,3.12,1.78,1.31,0.6,0.66,163.26,10.68,0.43,24.59,Snacks,processed,0.5024,0.2866,0.211,2.2128,0.0,2
french onion soup,55.61,11.41,4.28,14.39,1.01,1.5,11202.89,106.22,3.52,5.35,Veg,processed,0.3793,0.1423,0.4784,0.7874,0.0,3
chinese cabbage and meat ball soup,484.31,5.21,1.43,56.57,0.57,0.37,4249.41,41.07,1.52,16.72,Non-Veg,processed,0.0824,0.0226,0.895,0.0919,3.0,1
egg drop soup,26.64,12.93,1.1,13.52,0.81,0.6,12418.84,100.14,3.93,8.51,Snacks,processed,0.4693,0.0399,0.4907,0.9493,0.0,2
minestrone soup,42.66,9.3,3.71,11.09,1.92,1.01,8875.06,53.55,1.82,19.43,Snacks,processed,0.3859,0.1539,0.4602,0.8311,0.0,2
chicken sweet corn soup,28.32,14.48,1.63,12.59,0.47,0.27,12205.33,91.5,3.83,2.02,Snacks,processed,0.5045,0.0568,0.4387,1.1411,0.0,2
cream of mushroom soup,117.28,6.64,3.74,15.5,1.34,1.93,5276.06,70.56,1.81,5.79,Veg,processed,0.2566,0.1445,0.5989,0.4256,1.0,3
cream of mixed vegetable soup,59.65,6.84,4.93,9.05,2.14,2.1,5655.45,65.26,1.36,39.02,Veg,processed,0.3285,0.2368,0.4347,0.7475,0.0,3
cream of spinach soup,100.54,5.21,3.45,13.31,1.74,1.13,4429.81,70.77,2.1,63.34,Veg,processed,0.2371,0.157,0.6058,0.3885,1.0,3
cream of green peas soup,127.84,7.13,6.75,14.78,2.95,1.61,4999.7,51.01,1.48,52.28,Veg,processed,0.2488,0.2355,0.5157,0.4792,1.0,3
cream of tomato soup,97.81,4.61,3.93,13.12,1.38,1.81,4461.22,39.61,0.95,53.23,Veg,processed,0.2128,0.1814,0.6057,0.3487,0.0,3
chicken consomme (clear chicken soup),47.94,11.47,1.19,12.02,1.57,0.54,8953.64,35.48,1.82,2.1,Snacks,processed,0.4647,0.0482,0.487,0.9464,0.0,2
lentil soup,31.17,9.65,3.94,11.68,2.57,1.06,10418.84,40.57,2.26,17.9,Snacks,processed,0.3819,0.1559,0.4622,0.8192,0.0,2
potato stuffed poori (aloo ki poori),776.74,1.52,9.4,81.35,1.64,0.26,69.86,5.57,0.7,1.39,Non-Veg,processed,0.0165,0.1019,0.8817,0.0187,3.0,1
dal stuffed poori,785.16,2.08,10.14,81.69,1.96,0.29,128.18,6.88,0.83,0.42,Non-Veg,processed,0.0221,0.108,0.8699,0.0254,3.0,1
methi poori,710.02,1.45,7.98,74.6,1.61,0.26,35.37,14.61,0.81,2.91,Non-Veg,processed,0.0173,0.095,0.8878,0.0194,3.0,1
spinach poori (palak poori),684.25,1.42,7.76,71.86,1.55,0.24,35.47,10.02,0.79,3.03,Non-Veg,processed,0.0175,0.0958,0.8867,0.0197,3.0,1
poori,737.63,1.35,8.22,77.61,1.46,0.23,31.73,3.98,0.6,0.0,Non-Veg,processed,0.0155,0.0943,0.8902,0.0174,3.0,1
besan and spinach parantha/paratha (besan aur palak ka parantha/paratha),216.49,5.54,21.39,12.09,4.39,1.31,177.19,33.07,1.85,6.65,Non-Veg,processed,0.142,0.5482,0.3098,0.4545,2.0,1
paneer parantha/paratha,262.97,7.98,24.33,14.62,4.0,3.77,142.52,127.65,1.7,1.69,Dessert,processed,0.17,0.5184,0.3115,0.5421,2.0,0
keema parantha/paratha,238.09,9.41,18.36,13.91,3.44,0.99,140.62,19.35,1.8,1.8,Non-Veg,processed,0.2258,0.4405,0.3337,0.6717,2.0,1
pea parantha/paratha (matar ka parantha/paratha),190.73,5.59,21.51,8.8,5.61,1.29,109.99,23.49,1.78,17.8,Non-Veg,processed,0.1557,0.5992,0.2451,0.6281,1.0,1
sprouted moong parantha/paratha,228.59,4.29,24.31,12.43,4.49,1.47,153.94,20.33,1.94,2.0,Non-Veg,processed,0.1046,0.5925,0.3029,0.3424,2.0,1
dal parantha/paratha,268.24,6.78,30.03,13.05,6.46,1.43,156.13,23.89,2.45,1.8,Dessert,processed,0.136,0.6023,0.2617,0.5156,2.0,0
cauliflower parantha/paratha (phoolgobhi ka parantha/paratha),178.07,3.73,18.84,9.47,4.68,1.15,190.03,22.0,1.59,17.61,Non-Veg,processed,0.1164,0.588,0.2956,0.3898,1.0,1
radish parantha/paratha (mooli ka parantha/paratha),183.52,3.3,20.54,9.53,4.32,1.31,127.03,23.75,1.39,8.44,Non-Veg,processed,0.0989,0.6155,0.2856,0.3427,1.0,1
potato parantha/paratha (aloo ka parantha/paratha),205.04,3.7,23.92,10.22,4.18,1.15,127.2,17.38,1.52,7.98,Non-Veg,processed,0.0978,0.6321,0.2701,0.3585,2.0,1
plain parantha/paratha,298.3,5.06,30.69,16.86,5.43,0.86,62.07,14.81,1.98,0.0,Dessert,processed,0.0962,0.5833,0.3205,0.2983,2.0,0
chapati/roti,202.31,5.88,35.65,3.56,6.31,1.0,1.16,17.22,2.28,0.0,Non-Veg,processed,0.1304,0.7906,0.079,1.6066,2.0,1
tamarind rice (chintapandu pulihora/puliyodharai/puli sadam/huli anna),373.04,7.45,65.08,8.53,5.12,11.65,162.41,50.94,2.89,0.84,Dessert,processed,0.0919,0.8029,0.1052,0.8633,3.0,0
curd rice (dahi bhaat/dahi chawal/ perugu annam/daddojanam/thayir saadam),195.74,5.75,32.93,4.32,2.13,3.91,213.29,101.52,0.59,5.1,Non-Veg,processed,0.1337,0.7658,0.1005,1.3009,1.0,1
sweet rice (meethe chawal),215.41,2.1,42.59,4.57,1.13,24.8,3.2,11.38,0.34,0.21,Non-Veg,processed,0.0426,0.8646,0.0928,0.4497,2.0,1
"lemon rice (pulihora, elumichai sadam, chitranna)",176.3,4.26,21.62,7.88,2.52,0.78,187.11,12.7,0.77,10.2,Non-Veg,processed,0.1262,0.6404,0.2334,0.5338,1.0,1
vegetable biryani/biriyani,174.61,3.16,18.56,9.51,3.31,2.14,183.79,33.52,0.86,39.35,Non-Veg,processed,0.1012,0.5943,0.3045,0.3288,1.0,1
mutton biryani/biriyani,190.76,7.38,22.5,7.72,2.42,2.39,262.64,68.58,1.29,10.28,Non-Veg,processed,0.1963,0.5984,0.2053,0.9437,1.0,1
green chickpeas pulao (choliya pulao/hare chane ka pulao),173.43,4.88,27.57,4.82,3.15,2.48,170.05,18.94,0.95,5.43,Non-Veg,processed,0.1309,0.7397,0.1293,0.9919,1.0,1
navratan pulao,261.71,6.2,36.98,9.45,3.82,2.52,334.26,59.61,1.1,12.89,Dessert,processed,0.1178,0.7026,0.1796,0.6492,2.0,0
peanut pulao,193.28,5.32,21.18,9.51,2.9,1.6,168.4,18.52,0.83,3.42,Non-Veg,processed,0.1477,0.5882,0.2641,0.5536,1.0,1
paneer pulao,581.91,1.98,8.76,59.81,0.62,1.11,72.28,33.09,0.26,3.42,Non-Veg,processed,0.0281,0.1242,0.8478,0.033,3.0,1
sprouted moong pulao,112.97,2.19,17.49,3.61,1.78,1.43,153.16,16.26,0.65,7.53,Veg,processed,0.094,0.751,0.155,0.5903,1.0,3
mushroom pulao,124.29,2.52,19.02,4.03,1.88,1.0,222.36,13.54,0.39,3.42,Veg,processed,0.0986,0.7438,0.1576,0.6102,1.0,3
mixed vegetable pulao,113.05,2.72,17.49,3.33,2.67,1.35,187.92,19.61,0.6,26.15,Veg,processed,0.1155,0.743,0.1415,0.793,1.0,3
plain pulao,140.21,2.34,21.82,4.62,1.69,1.15,193.76,12.76,0.41,3.42,Veg,processed,0.0813,0.7582,0.1605,0.4958,1.0,3
boiled rice (uble chawal),117.19,2.6,25.72,0.18,1.25,0.22,1.05,2.7,0.24,0.0,Veg,processed,0.0912,0.9025,0.0063,9.2857,1.0,3
tandoori parantha/paratha,295.37,5.08,30.74,16.51,5.44,0.86,1.14,14.98,1.96,0.0,Dessert,processed,0.0971,0.5874,0.3155,0.3058,2.0,0
semolina dosa (suji/rava dosa),227.05,7.3,32.84,7.12,4.04,4.37,202.36,116.04,1.39,2.28,Non-Veg,processed,0.1545,0.6949,0.1507,1.0111,2.0,1
masala dosa,164.58,3.29,19.57,7.84,2.52,1.33,191.28,15.58,0.79,14.14,Non-Veg,processed,0.1072,0.6375,0.2554,0.4144,1.0,1
idli,137.54,4.64,28.18,0.33,2.31,0.28,100.83,8.0,0.68,0.0,Veg,processed,0.14,0.8501,0.01,10.7907,1.0,3
fettuccine with spinach sauce,129.21,3.1,12.19,7.83,0.77,1.18,153.59,53.67,1.28,38.37,Veg,processed,0.1341,0.5272,0.3387,0.3909,1.0,3
chicken lasagne,187.49,10.45,13.9,10.36,0.11,2.74,238.55,119.98,0.64,4.23,Non-Veg,processed,0.3011,0.4005,0.2985,0.999,1.0,1
pasta hot pot,125.17,5.84,11.6,6.47,0.8,5.99,231.17,55.28,0.82,58.74,Veg,processed,0.2442,0.4852,0.2706,0.8889,1.0,3
penne platter,177.4,5.04,20.87,8.71,1.09,4.5,283.37,67.67,0.9,16.35,Non-Veg,processed,0.1456,0.6028,0.2516,0.5721,1.0,1
spaghetti and cheese balls in tomato sauce,508.32,2.41,7.82,52.08,0.59,1.83,104.14,40.59,0.32,57.67,Non-Veg,processed,0.0387,0.1255,0.8358,0.0462,3.0,1
cheese noodle ring,133.67,6.22,13.96,6.12,1.27,2.84,241.96,99.3,0.79,24.19,Veg,processed,0.2365,0.5308,0.2327,1.0,1.0,3
chicken chowmein,151.33,6.33,13.3,8.23,1.64,1.63,288.15,26.1,0.89,84.96,Non-Veg,processed,0.2272,0.4774,0.2954,0.7599,1.0,1
vegetable chowmein,129.71,3.07,15.44,6.36,1.86,1.97,258.47,28.33,0.99,85.39,Veg,processed,0.1234,0.6208,0.2557,0.4752,1.0,3
macroni cheese pie,170.63,5.85,21.1,7.48,0.4,3.4,200.51,122.01,0.54,14.65,Non-Veg,processed,0.1699,0.6128,0.2173,0.7718,1.0,1
